segmentId,newSegmentId,streetName,frc,distance_m,speedLimit,latitude,longitude,harmonicAverageSpeed,medianSpeed,averageSpeed,sampleSize,dateRangeId,timeSetId
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,8.1,12.0,15.4,340,1,13
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,7.1,10.0,14.6,395,1,14
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,7.0,11.0,15.0,416,1,15
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,8.2,14.0,17.5,409,1,16
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,10.0,16.0,19.2,414,1,17
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,9.8,17.0,20.5,415,1,18
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,9.9,16.0,19.0,455,1,19
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,7.9,12.0,16.4,546,1,20
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,8.6,13.0,18.8,615,1,21
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,8.3,13.0,17.4,673,1,22
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,8.8,14.0,18.8,579,1,23
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,13.5,21.0,21.9,322,1,24
-15040004892412,-00004d41-3200-0400-0000-00000054a0c2,شارع الحسن الثاني,1,76.32,60,33.79006,-7.1584075,16.9,23.0,24.1,184,1,25
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,16.4,21.0,21.6,1052,1,2
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,18.2,24.0,25.0,647,1,3
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,21.2,29.0,29.1,367,1,4
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,19.7,31.0,31.3,216,1,5
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,25.5,35.0,34.8,114,1,6
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,29.2,33.0,34.1,136,1,7
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,26.8,32.0,32.7,135,1,8
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,25.0,29.0,29.4,238,1,9
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,19.9,24.0,24.5,387,1,10
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,16.7,20.0,20.5,649,1,11
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,13.2,15.0,16.5,888,1,12
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,10.6,12.0,13.6,1078,1,13
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,10.3,11.0,13.1,1149,1,14
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,10.4,11.0,13.2,1221,1,15
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,10.3,11.0,13.4,1299,1,16
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,11.0,12.0,14.3,1267,1,17
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,12.0,13.0,15.4,1334,1,18
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,11.8,13.0,15.1,1381,1,19
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,10.8,11.0,13.6,1374,1,20
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,10.9,11.0,14.3,1518,1,21
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,10.6,11.0,14.0,1540,1,22
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,10.8,11.0,14.2,1549,1,23
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,11.9,13.0,15.0,1408,1,24
-15040003474385,-00004d41-3200-0400-0000-00000054a0c4,شارع الحسن الثاني,1,132.14,60,33.7896475,-7.159425,14.0,16.0,17.7,1139,1,25
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,21.0,28.0,29.1,1079,1,2
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,23.5,29.0,30.7,670,1,3
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,26.0,32.0,32.9,382,1,4
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,29.4,33.0,34.8,217,1,5
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,29.8,34.0,35.4,117,1,6
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,23.9,33.0,34.2,136,1,7
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,27.4,31.0,33.3,126,1,8
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,16.3,29.0,30.0,239,1,9
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,11.0,25.0,25.6,367,1,10
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,13.7,23.0,24.4,627,1,11
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,15.9,21.0,22.8,869,1,12
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,13.9,20.0,21.0,1053,1,13
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,14.5,19.0,20.9,1145,1,14
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,14.9,21.0,22.6,1197,1,15
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,16.0,21.0,22.8,1262,1,16
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,15.7,22.0,23.8,1250,1,17
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,14.3,21.0,22.8,1340,1,18
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,15.1,21.0,22.7,1350,1,19
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,15.2,19.0,21.9,1354,1,20
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,14.9,19.0,22.2,1498,1,21
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,14.1,19.0,21.8,1583,1,22
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,14.7,20.0,22.8,1595,1,23
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,16.7,22.0,24.1,1416,1,24
-15040010198951,-8c5f92b3-2f2c-46c9-a54d-dcfddfe8776c,شارع الحسن الثاني,1,8.76,60,33.788986666666666,-7.16106,19.4,25.0,26.1,1191,1,25
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,19.2,26.0,25.9,1035,1,2
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,22.6,28.0,28.0,642,1,3
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,22.9,31.0,31.0,367,1,4
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,27.7,32.0,33.4,210,1,5
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,27.4,34.0,36.3,116,1,6
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,21.6,33.0,33.5,135,1,7
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,22.2,31.0,31.2,124,1,8
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,19.2,27.0,27.0,222,1,9
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,15.4,22.0,22.8,338,1,10
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,15.9,21.0,21.3,593,1,11
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,13.4,18.0,18.3,821,1,12
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,12.5,15.0,16.6,984,1,13
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,12.2,15.0,16.3,1066,1,14
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,13.3,17.0,18.2,1126,1,15
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,13.7,17.0,18.5,1173,1,16
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,15.2,18.0,19.4,1192,1,17
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,13.8,17.0,18.7,1255,1,18
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,14.2,17.0,18.4,1283,1,19
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,12.4,14.0,16.3,1274,1,20
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,12.4,15.0,17.1,1436,1,21
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,12.6,15.0,17.3,1489,1,22
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,14.4,17.0,19.0,1506,1,23
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,15.8,20.0,20.7,1352,1,24
-15040010197344,-94b320dd-a0ca-44aa-9240-f0d7ee542653,شارع الحسن الثاني,1,82.3,60,33.789084,-7.160752,17.7,22.0,23.1,1116,1,25
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,21.1,26.0,26.6,409,1,2
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,20.1,29.0,29.7,229,1,3
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,25.1,30.0,31.7,144,1,4
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,26.3,32.0,32.7,66,1,5
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,27.4,35.0,35.6,52,1,6
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,30.1,35.0,33.7,51,1,7
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,19.8,30.0,28.9,74,1,8
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,20.4,25.0,27.9,111,1,9
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,19.4,24.0,24.8,224,1,10
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,17.8,22.0,23.2,264,1,11
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,15.4,21.0,21.5,418,1,12
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,15.2,20.0,20.5,580,1,13
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,15.2,19.0,19.2,601,1,14
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,14.6,20.0,20.0,692,1,15
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,13.9,20.0,19.8,730,1,16
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,16.2,20.0,20.9,714,1,17
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,17.2,21.0,21.3,704,1,18
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,17.3,22.0,21.6,640,1,19
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,14.3,21.0,20.5,694,1,20
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,16.7,20.0,20.7,754,1,21
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,16.5,21.0,20.4,761,1,22
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,17.7,21.0,20.8,684,1,23
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,17.1,22.0,22.3,546,1,24
-15040010197120,-a1bd46d9-3c8a-4178-bee2-1a5d123d14ea,شارع الحسن الثاني,1,14.1,60,33.788852,-7.160964,18.6,23.0,23.7,498,1,25
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,13.5,13.0,13.5,2,1,2
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,27.6,31.0,32.3,3,1,3
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,18.6,16.0,22.0,4,1,4
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,20.0,20.0,20.0,1,1,5
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,0.0,0.0,0.0,0,1,6
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,0.0,0.0,0.0,0,1,7
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,16.0,16.0,16.0,1,1,8
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,22.0,17.0,24.0,2,1,9
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,3.1,15.0,15.4,8,1,10
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,13.0,12.0,13.3,6,1,11
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,2.2,11.0,12.9,12,1,12
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,2.3,9.1,10.5,19,1,13
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,8.3,13.0,11.8,23,1,14
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,7.1,13.0,14.4,21,1,15
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,8.7,12.0,12.4,30,1,16
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,6.3,12.0,12.0,18,1,17
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,5.4,12.0,13.4,24,1,18
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,11.8,14.0,13.5,21,1,19
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,12.6,13.0,15.5,26,1,20
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,9.9,11.0,12.7,16,1,21
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,4.5,11.0,12.1,26,1,22
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,6.9,11.0,11.0,13,1,23
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,5.2,15.0,20.5,10,1,24
-15040010200259,-bd668464-268e-4430-9c6c-d40378070c44,شارع الحسن الثاني,1,12.51,60,33.78894666666667,-7.160963333333334,11.9,13.0,13.4,17,1,25
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,21.6,27.0,27.6,1058,1,2
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,22.0,29.0,29.6,647,1,3
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,27.0,32.0,32.9,370,1,4
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,28.8,33.0,33.8,202,1,5
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,31.1,34.0,35.5,133,1,6
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,28.3,34.0,33.7,138,1,7
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,25.6,30.0,31.5,144,1,8
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,20.5,28.0,29.1,230,1,9
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,16.7,24.0,24.3,404,1,10
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,15.8,23.0,23.2,647,1,11
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,13.7,21.0,20.7,885,1,12
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,12.9,19.0,19.5,1214,1,13
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,12.9,19.0,19.1,1270,1,14
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,12.3,19.0,19.4,1330,1,15
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,13.0,20.0,20.4,1413,1,16
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,14.1,21.0,21.3,1396,1,17
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,14.7,21.0,21.6,1454,1,18
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,15.0,22.0,22.0,1402,1,19
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,13.7,20.0,20.6,1432,1,20
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,14.0,20.0,20.7,1608,1,21
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,13.4,20.0,20.4,1622,1,22
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,15.2,20.0,21.3,1551,1,23
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,16.2,23.0,22.7,1344,1,24
-15040010201790,-d2b7475c-0705-41ea-8bc9-545fa0d91559,شارع الحسن الثاني,1,16.14,60,33.78881666666667,-7.1610983333333325,18.0,25.0,24.2,1160,1,25
-15040010967129,-d885419b-a0a2-4a66-8857-b40b31fa97ad,شارع الحسن الثاني,1,45.69,60,33.78877666666667,-7.161359999999999,29.4,33.0,35.0,431,1,2
-15040010967129,-d885419b-a0a2-4a66-8857-b40b31fa97ad,شارع الحسن الثاني,1,45.69,60,33.78877666666667,-7.161359999999999,34.0,37.0,38.3,268,1,3
-15040010967129,-d885419b-a0a2-4a66-8857-b40b31fa97ad,شارع الحسن الثاني,1,45.69,60,33.78877666666667,-7.161359999999999,32.6,37.0,38.4,158,1,4
-15040010967129,-d885419b-a0a2-4a66-8857-b40b31fa97ad,شارع الحسن الثاني,1,45.69,60,33.78877666666667,-7.161359999999999,36.2,40.0,41.6,71,1,5
